DayofWeek,product_id,product_name,category,customer_id,sale_amount_sum,sale_amount_mean,sales_id_count,sale_ids
Sunday,2004,Office-Where,Home,1007,2225.4,2225.4,1,[1162]
Sunday,2004,Office-Where,Home,1011,3709.0,1854.5,2,"[144, 366]"
Sunday,2004,Office-Where,Home,1018,927.25,927.25,1,[1540]
Sunday,2004,Office-Where,Home,1024,1483.6,1483.6,1,[1252]
Sunday,2004,Office-Where,Home,1035,2781.75,1390.875,2,"[267, 1533]"
Sunday,2004,Office-Where,Home,1042,0.0,0.0,1,[1470]
Sunday,2004,Office-Where,Home,1046,741.8,741.8,1,[1855]
Sunday,2004,Office-Where,Home,1071,834.52,834.52,1,[149]
Sunday,2004,Office-Where,Home,1074,741.8,741.8,1,[58]
Sunday,2004,Office-Where,Home,1095,0.0,0.0,1,[1392]
Sunday,2004,Office-Where,Home,1112,1669.05,1669.05,1,[130]
Sunday,2004,Office-Where,Home,1115,2225.4,2225.4,1,[226]
Sunday,2004,Office-Where,Home,1121,3709.0,3709.0,1,[1380]
Sunday,2004,Office-Where,Home,1128,2967.2,2967.2,1,[1935]
Sunday,2004,Office-Where,Home,1135,3709.0,3709.0,1,[1604]
Sunday,2004,Office-Where,Home,1152,2781.75,2781.75,1,[450]
Sunday,2004,Office-Where,Home,1165,1669.05,1669.05,1,[1783]
Sunday,2004,Office-Where,Home,1172,834.52,834.52,1,[1088]
Sunday,2004,Office-Where,Home,1185,2781.75,2781.75,1,[1248]
Sunday,2004,Office-Where,Home,1188,2967.2,2967.2,1,[839]
Sunday,2004,Office-Where,Home,1195,2781.75,2781.75,1,[1737]
Sunday,2005,Office-Huge,Home,1011,428.78,428.78,1,[1593]
Sunday,2005,Office-Huge,Home,1016,686.05,686.05,1,[866]
Sunday,2005,Office-Huge,Home,1023,1286.34,1286.34,1,[692]
Sunday,2005,Office-Huge,Home,1041,385.9,385.9,1,[885]
Sunday,2005,Office-Huge,Home,1062,385.9,385.9,1,[1047]
Sunday,2005,Office-Huge,Home,1070,686.05,686.05,1,[42]
Sunday,2005,Office-Huge,Home,1079,1715.12,1715.12,1,[1399]
Sunday,2005,Office-Huge,Home,1094,771.8,771.8,1,[1062]
Sunday,2005,Office-Huge,Home,1112,0.0,0.0,1,[1280]
Sunday,2005,Office-Huge,Home,1114,428.78,428.78,1,[781]
Sunday,2005,Office-Huge,Home,1119,686.05,686.05,1,[1400]
Sunday,2005,Office-Huge,Home,1124,1157.71,1157.71,1,[978]
Sunday,2005,Office-Huge,Home,1135,1157.71,1157.71,1,[504]
Sunday,2005,Office-Huge,Home,1143,343.02,343.02,1,[1844]
Sunday,2005,Office-Huge,Home,1144,1715.12,1715.12,1,[16]
Sunday,2005,Office-Huge,Home,1147,0.0,0.0,1,[69]
Sunday,2006,Office-Class,Clothing,1022,990.0,990.0,1,[1358]
Sunday,2006,Office-Class,Clothing,1024,594.0,297.0,2,"[349, 772]"
Sunday,2006,Office-Class,Clothing,1039,198.0,198.0,1,[773]
Sunday,2006,Office-Class,Clothing,1040,0.0,0.0,1,[769]
Sunday,2006,Office-Class,Clothing,1041,475.2,475.2,1,[1675]
Sunday,2006,Office-Class,Clothing,1070,633.6,633.6,1,[1613]
Sunday,2006,Office-Class,Clothing,1092,198.0,198.0,1,[1199]
Sunday,2006,Office-Class,Clothing,1093,594.0,594.0,1,[923]
Sunday,2006,Office-Class,Clothing,1098,990.0,990.0,1,[1412]
Sunday,2006,Office-Class,Clothing,1102,792.0,792.0,1,[360]
Sunday,2006,Office-Class,Clothing,1131,475.2,475.2,1,[707]
Sunday,2006,Office-Class,Clothing,1141,0.0,0.0,1,[956]
Sunday,2006,Office-Class,Clothing,1142,0.0,0.0,1,[1933]
Sunday,2006,Office-Class,Clothing,1145,0.0,0.0,1,[1890]
Sunday,2006,Office-Class,Clothing,1146,792.0,792.0,1,[1472]
Sunday,2006,Office-Class,Clothing,1156,198.0,198.0,1,[1467]
Sunday,2007,Clothing-Over,Electronics,1003,1050.1,1050.1,1,[711]
Sunday,2007,Clothing-Over,Electronics,1043,525.05,525.05,1,[1290]
Sunday,2007,Clothing-Over,Electronics,1052,2333.56,2333.56,1,[603]
Sunday,2007,Clothing-Over,Electronics,1075,1166.78,1166.78,1,[1444]
Sunday,2007,Clothing-Over,Electronics,1082,1750.17,1750.17,1,[1747]
Sunday,2007,Clothing-Over,Electronics,1085,933.42,933.42,1,[1510]
Sunday,2007,Clothing-Over,Electronics,1086,1750.17,1750.17,1,[1537]
Sunday,2007,Clothing-Over,Electronics,1118,1750.17,1750.17,1,[463]
Sunday,2007,Clothing-Over,Electronics,1125,933.42,933.42,1,[691]
Sunday,2007,Clothing-Over,Electronics,1138,2333.56,2333.56,1,[438]
Sunday,2007,Clothing-Over,Electronics,1142,583.39,583.39,1,[180]
Sunday,2007,Clothing-Over,Electronics,1144,2100.2,1050.1,2,"[434, 783]"
Sunday,2007,Clothing-Over,Electronics,1147,0.0,0.0,1,[1958]
Sunday,2007,Clothing-Over,Electronics,1156,1750.17,1750.17,1,[1366]
Sunday,2007,Clothing-Over,Electronics,1162,583.39,583.39,1,[856]
Sunday,2007,Clothing-Over,Electronics,1165,0.0,0.0,1,[402]
Sunday,2007,Clothing-Over,Electronics,1181,583.39,583.39,1,[1233]
Sunday,2007,Clothing-Over,Electronics,1187,466.71,466.71,1,[1970]
Sunday,2007,Clothing-Over,Electronics,1198,2333.56,2333.56,1,[1509]
Sunday,2007,Clothing-Over,Electronics,1199,1400.14,1400.14,1,[1259]
Sunday,2008,Electronics-Skin,Home,1005,466.13,466.13,1,[714]
Sunday,2008,Electronics-Skin,Home,1011,106.54,106.54,1,[906]
Sunday,2008,Electronics-Skin,Home,1032,106.54,106.54,1,[306]
Sunday,2008,Electronics-Skin,Home,1037,266.36,266.36,1,[532]
Sunday,2008,Electronics-Skin,Home,1048,0.0,0.0,1,[1179]
Sunday,2008,Electronics-Skin,Home,1066,59.93,59.93,1,[1102]
Sunday,2008,Electronics-Skin,Home,1069,66.59,66.59,1,[1766]
Sunday,2008,Electronics-Skin,Home,1085,106.54,106.54,1,[1550]
Sunday,2008,Electronics-Skin,Home,1099,66.59,66.59,1,[1535]
Sunday,2008,Electronics-Skin,Home,1140,0.0,0.0,1,[1363]
Sunday,2008,Electronics-Skin,Home,1158,159.82,159.82,1,[107]
Sunday,2008,Electronics-Skin,Home,1165,53.27,53.27,1,[142]
Sunday,2008,Electronics-Skin,Home,1171,133.18,133.18,1,[1005]
Sunday,2008,Electronics-Skin,Home,1176,133.18,133.18,1,[1753]
Sunday,2008,Electronics-Skin,Home,1177,492.77,246.385,2,"[547, 757]"
Sunday,2008,Electronics-Skin,Home,1190,266.36,266.36,1,[163]
Sunday,2009,Office-Raise,Clothing,1005,53.05,53.05,1,[534]
Sunday,2009,Office-Raise,Clothing,1011,0.0,0.0,1,[506]
Sunday,2009,Office-Raise,Clothing,1018,0.0,0.0,1,[1517]
Sunday,2009,Office-Raise,Clothing,1022,119.36,119.36,1,[985]
Sunday,2009,Office-Raise,Clothing,1042,53.05,53.05,1,[913]
Sunday,2009,Office-Raise,Clothing,1043,106.1,106.1,1,[1409]
Sunday,2009,Office-Raise,Clothing,1062,66.31,66.31,1,[1274]
Sunday,2009,Office-Raise,Clothing,1069,0.0,0.0,1,[678]
Sunday,2009,Office-Raise,Clothing,1073,66.31,66.31,1,[227]
Sunday,2009,Office-Raise,Clothing,1096,198.93,198.93,1,[550]
Sunday,2009,Office-Raise,Clothing,1114,198.93,198.93,1,[1981]
Sunday,2009,Office-Raise,Clothing,1115,53.05,53.05,1,[763]
Sunday,2009,Office-Raise,Clothing,1116,119.36,119.36,1,[342]
Sunday,2009,Office-Raise,Clothing,1129,198.93,99.465,2,"[225, 1474]"
Sunday,2009,Office-Raise,Clothing,1160,0.0,0.0,1,[1603]
Sunday,2009,Office-Raise,Clothing,1179,66.31,66.31,1,[991]
Sunday,2009,Office-Raise,Clothing,1182,53.05,53.05,1,[519]
Sunday,2009,Office-Raise,Clothing,1187,464.17,232.085,2,"[1234, 1256]"
Sunday,2009,Office-Raise,Clothing,1197,265.24,265.24,1,[652]
Sunday,2010,Electronics-Themselves,Clothing,1005,233.52,233.52,1,[1648]
Sunday,2010,Electronics-Themselves,Clothing,1007,62.27,62.27,1,[338]
Sunday,2010,Electronics-Themselves,Clothing,1023,0.0,0.0,1,[178]
Sunday,2010,Electronics-Themselves,Clothing,1026,62.27,62.27,1,[298]
Sunday,2010,Electronics-Themselves,Clothing,1050,62.27,62.27,1,[1820]
Sunday,2010,Electronics-Themselves,Clothing,1060,544.88,544.88,1,[916]
Sunday,2010,Electronics-Themselves,Clothing,1061,389.2,389.2,1,[1596]
Sunday,2010,Electronics-Themselves,Clothing,1067,0.0,0.0,1,[1270]
Sunday,2010,Electronics-Themselves,Clothing,1070,311.36,311.36,1,[1809]
Sunday,2010,Electronics-Themselves,Clothing,1077,186.82,186.82,1,[1964]
Sunday,2010,Electronics-Themselves,Clothing,1091,210.17,210.17,1,[1319]
Sunday,2010,Electronics-Themselves,Clothing,1105,155.68,155.68,1,[1979]
Sunday,2010,Electronics-Themselves,Clothing,1132,0.0,0.0,1,[1465]
Sunday,2010,Electronics-Themselves,Clothing,1147,70.06,70.06,1,[1816]
Sunday,2010,Electronics-Themselves,Clothing,1165,124.54,124.54,1,[466]
Sunday,2010,Electronics-Themselves,Clothing,1169,140.11,140.11,1,[55]
Sunday,2010,Electronics-Themselves,Clothing,1172,0.0,0.0,1,[196]
Sunday,2010,Electronics-Themselves,Clothing,1199,210.17,210.17,1,[529]
Sunday,2011,Electronics-Religious,Clothing,607,432.1,432.1,1,[2012]
Sunday,2011,Electronics-Religious,Clothing,1006,1229.22,1229.22,1,[526]
Sunday,2011,Electronics-Religious,Clothing,1032,409.74,409.74,1,[715]
Sunday,2011,Electronics-Religious,Clothing,1038,1475.06,1475.06,1,[1825]
Sunday,2011,Electronics-Religious,Clothing,1054,327.79,327.79,1,[1966]
Sunday,2011,Electronics-Religious,Clothing,1062,1229.22,614.61,2,"[21, 661]"
Sunday,2011,Electronics-Religious,Clothing,1076,737.53,737.53,1,[1255]
Sunday,2011,Electronics-Religious,Clothing,1077,1024.35,512.175,2,"[1806, 1905]"
Sunday,2011,Electronics-Religious,Clothing,1083,1638.96,1638.96,1,[682]
Sunday,2011,Electronics-Religious,Clothing,1089,1638.96,1638.96,1,[1860]
Sunday,2011,Electronics-Religious,Clothing,1091,819.48,819.48,1,[1645]
Sunday,2011,Electronics-Religious,Clothing,1105,0.0,0.0,1,[1389]
Sunday,2011,Electronics-Religious,Clothing,1109,1638.96,1638.96,1,[774]
Sunday,2011,Electronics-Religious,Clothing,1117,0.0,0.0,1,[1617]
Sunday,2011,Electronics-Religious,Clothing,1127,409.74,409.74,1,[1791]
Sunday,2011,Electronics-Religious,Clothing,1143,1229.22,1229.22,1,[1654]
Sunday,2011,Electronics-Religious,Clothing,1162,1229.22,1229.22,1,[755]
Sunday,2011,Electronics-Religious,Clothing,1167,327.79,327.79,1,[845]
Sunday,2012,Clothing-Artist,Electronics,1002,560.87,560.87,1,[556]
Sunday,2012,Clothing-Artist,Electronics,1013,1994.21,1994.21,1,[397]
Sunday,2012,Clothing-Artist,Electronics,1022,623.19,623.19,1,[640]
Sunday,2012,Clothing-Artist,Electronics,1027,1121.74,1121.74,1,[495]
Sunday,2012,Clothing-Artist,Electronics,1029,0.0,0.0,1,[145]
Sunday,2012,Clothing-Artist,Electronics,1032,997.1,997.1,1,[363]
Sunday,2012,Clothing-Artist,Electronics,1051,1121.74,1121.74,1,[775]
Sunday,2012,Clothing-Artist,Electronics,1081,1682.61,1682.61,1,[266]
Sunday,2012,Clothing-Artist,Electronics,1112,1869.57,1869.57,1,[101]
Sunday,2012,Clothing-Artist,Electronics,1116,0.0,0.0,1,[1978]
Sunday,2012,Clothing-Artist,Electronics,1142,1682.61,1682.61,1,[1433]
Sunday,2012,Clothing-Artist,Electronics,1146,623.19,623.19,1,[1758]
Sunday,2012,Clothing-Artist,Electronics,1148,3115.95,3115.95,1,[694]
Sunday,2012,Clothing-Artist,Electronics,1155,623.19,623.19,1,[1058]
Sunday,2012,Clothing-Artist,Electronics,1167,0.0,0.0,1,[148]
Sunday,2012,Clothing-Artist,Electronics,1170,560.87,560.87,1,[1879]
Sunday,2012,Clothing-Artist,Electronics,1171,1121.74,1121.74,1,[414]
Sunday,2012,Clothing-Artist,Electronics,1178,623.19,623.19,1,[1595]
Sunday,2013,Office-Cultural,Home,1011,1683.65,1683.65,1,[1571]
Sunday,2013,Office-Cultural,Home,1029,0.0,0.0,1,[882]
Sunday,2013,Office-Cultural,Home,1035,1683.65,1683.65,1,[395]
Sunday,2013,Office-Cultural,Home,1039,4676.8,4676.8,1,[700]
Sunday,2013,Office-Cultural,Home,1041,1683.65,1683.65,1,[1685]
Sunday,2013,Office-Cultural,Home,1060,0.0,0.0,1,[218]
Sunday,2013,Office-Cultural,Home,1079,0.0,0.0,1,[12]
Sunday,2013,Office-Cultural,Home,1115,2806.08,2806.08,1,[231]
Sunday,2013,Office-Cultural,Home,1117,2244.86,2244.86,1,[536]
Sunday,2013,Office-Cultural,Home,1118,1870.72,1870.72,1,[710]
Sunday,2013,Office-Cultural,Home,1129,1870.72,1870.72,1,[1942]
Sunday,2013,Office-Cultural,Home,1131,4676.8,4676.8,1,[1891]
Sunday,2013,Office-Cultural,Home,1133,3741.44,3741.44,1,[1329]
Sunday,2013,Office-Cultural,Home,1141,748.29,748.29,1,[259]
Sunday,2013,Office-Cultural,Home,1169,935.36,935.36,1,[875]
Sunday,2013,Office-Cultural,Home,1172,4115.58,2057.79,2,"[1709, 1900]"
Sunday,2013,Office-Cultural,Home,1179,1683.65,1683.65,1,[928]
Sunday,2013,Office-Cultural,Home,1187,2993.15,2993.15,1,[634]
Sunday,2013,Office-Cultural,Home,1199,5612.16,5612.16,1,[1113]
Sunday,2014,Clothing-Eat,Home,1013,197.04,197.04,1,[1607]
Sunday,2014,Clothing-Eat,Home,1027,443.34,443.34,1,[1545]
Sunday,2014,Clothing-Eat,Home,1034,985.2,985.2,1,[1584]
Sunday,2014,Clothing-Eat,Home,1044,886.68,886.68,1,[159]
Sunday,2014,Clothing-Eat,Home,1060,591.12,591.12,1,[1633]
Sunday,2014,Clothing-Eat,Home,1061,665.01,665.01,1,[1780]
Sunday,2014,Clothing-Eat,Home,1066,0.0,0.0,1,[1848]
Sunday,2014,Clothing-Eat,Home,1074,1477.8,738.9,2,"[210, 1180]"
Sunday,2014,Clothing-Eat,Home,1093,221.67,221.67,1,[544]
Sunday,2014,Clothing-Eat,Home,1104,246.3,246.3,1,[1711]
Sunday,2014,Clothing-Eat,Home,1108,221.67,221.67,1,[61]
Sunday,2014,Clothing-Eat,Home,1110,246.3,246.3,1,[1936]
Sunday,2014,Clothing-Eat,Home,1119,1231.5,1231.5,1,[1712]
Sunday,2014,Clothing-Eat,Home,1121,985.2,985.2,1,[777]
Sunday,2014,Clothing-Eat,Home,1124,0.0,0.0,1,[905]
Sunday,2014,Clothing-Eat,Home,1126,492.6,492.6,1,[1859]
Sunday,2014,Clothing-Eat,Home,1144,443.34,443.34,1,[428]
Sunday,2014,Clothing-Eat,Home,1146,0.0,0.0,1,[595]
Sunday,2014,Clothing-Eat,Home,1172,197.04,197.04,1,[373]
Sunday,2014,Clothing-Eat,Home,1176,1231.5,1231.5,1,[876]
Sunday,2014,Clothing-Eat,Home,1179,738.9,738.9,1,[173]
Sunday,2014,Clothing-Eat,Home,1181,246.3,246.3,1,[945]
Sunday,2014,Clothing-Eat,Home,1189,0.0,0.0,1,[894]
Sunday,2014,Clothing-Eat,Home,1199,0.0,0.0,1,[1575]
Sunday,2015,Office-Itself,Clothing,1005,0.0,0.0,1,[1700]
Sunday,2015,Office-Itself,Clothing,1027,0.0,0.0,1,[1728]
Sunday,2015,Office-Itself,Clothing,1034,1079.95,1079.95,1,[1364]
Sunday,2015,Office-Itself,Clothing,1035,3374.85,3374.85,1,[1946]
Sunday,2015,Office-Itself,Clothing,1063,1214.95,1214.95,1,[50]
Sunday,2015,Office-Itself,Clothing,1069,2699.88,2699.88,1,[292]
Sunday,2015,Office-Itself,Clothing,1077,1822.42,1822.42,1,[272]
Sunday,2015,Office-Itself,Clothing,1080,4657.29,2328.645,2,"[37, 581]"
Sunday,2015,Office-Itself,Clothing,1083,0.0,0.0,1,[204]
Sunday,2015,Office-Itself,Clothing,1097,2699.88,2699.88,1,[877]
Sunday,2015,Office-Itself,Clothing,1103,2024.91,2024.91,1,[1538]
Sunday,2015,Office-Itself,Clothing,1117,1619.93,1619.93,1,[1122]
Sunday,2015,Office-Itself,Clothing,1118,4049.82,4049.82,1,[848]
Sunday,2015,Office-Itself,Clothing,1137,539.98,539.98,1,[138]
Sunday,2015,Office-Itself,Clothing,1145,2024.91,2024.91,1,[1826]
Sunday,2015,Office-Itself,Clothing,1170,0.0,0.0,1,[420]
Sunday,2015,Office-Itself,Clothing,1171,0.0,0.0,1,[1404]
Sunday,2015,Office-Itself,Clothing,1175,674.97,674.97,1,[1804]
Sunday,2015,Office-Itself,Clothing,1177,674.97,674.97,1,[1672]
Sunday,2015,Office-Itself,Clothing,1181,1214.95,1214.95,1,[1503]
Sunday,2015,Office-Itself,Clothing,1187,0.0,0.0,1,[667]
Sunday,2016,Home-He,Office,1009,969.06,969.06,1,[100]
Sunday,2016,Home-He,Office,1055,0.0,0.0,1,[1597]
Sunday,2016,Home-He,Office,1056,872.15,872.15,1,[1692]
Sunday,2016,Home-He,Office,1078,872.15,872.15,1,[1693]
Sunday,2016,Home-He,Office,1091,1292.08,1292.08,1,[1007]
Sunday,2016,Home-He,Office,1097,290.72,290.72,1,[1830]
Sunday,2016,Home-He,Office,1108,872.15,872.15,1,[1980]
Sunday,2016,Home-He,Office,1119,258.42,258.42,1,[1846]
Sunday,2016,Home-He,Office,1121,646.04,646.04,1,[826]
Sunday,2016,Home-He,Office,1138,872.15,872.15,1,[1308]
Sunday,2016,Home-He,Office,1141,0.0,0.0,1,[324]
Sunday,2016,Home-He,Office,1146,0.0,0.0,1,[1131]
Sunday,2016,Home-He,Office,1147,516.83,516.83,1,[1634]
Sunday,2016,Home-He,Office,1160,1162.87,1162.87,1,[1161]
Sunday,2016,Home-He,Office,1167,290.72,290.72,1,[608]
Sunday,2016,Home-He,Office,1169,775.25,775.25,1,[696]
Sunday,2016,Home-He,Office,1171,646.04,646.04,1,[1452]
Sunday,2016,Home-He,Office,1172,516.83,516.83,1,[944]
Sunday,2016,Home-He,Office,1178,0.0,0.0,1,[43]
Sunday,2016,Home-He,Office,1186,646.04,646.04,1,[871]
Sunday,2016,Home-He,Office,1187,2584.16,2584.16,1,[937]
Sunday,2017,Electronics-Feeling,Electronics,1002,0.0,0.0,1,[895]
Sunday,2017,Electronics-Feeling,Electronics,1003,1112.88,1112.88,1,[1683]
Sunday,2017,Electronics-Feeling,Electronics,1010,1112.88,1112.88,1,[1643]
Sunday,2017,Electronics-Feeling,Electronics,1021,463.7,463.7,1,[1455]
Sunday,2017,Electronics-Feeling,Electronics,1031,0.0,0.0,1,[316]
Sunday,2017,Electronics-Feeling,Electronics,1034,0.0,0.0,1,[941]
Sunday,2017,Electronics-Feeling,Electronics,1038,741.92,741.92,1,[852]
Sunday,2017,Electronics-Feeling,Electronics,1039,370.96,370.96,1,[1253]
Sunday,2017,Electronics-Feeling,Electronics,1055,1669.32,1669.32,1,[1437]
Sunday,2017,Electronics-Feeling,Electronics,1056,834.66,834.66,1,[423]
Sunday,2017,Electronics-Feeling,Electronics,1069,0.0,0.0,1,[1784]
Sunday,2017,Electronics-Feeling,Electronics,1092,1854.8,1854.8,1,[1014]
Sunday,2017,Electronics-Feeling,Electronics,1105,1391.1,1391.1,1,[488]
Sunday,2017,Electronics-Feeling,Electronics,1110,370.96,370.96,1,[358]
Sunday,2017,Electronics-Feeling,Electronics,1121,2782.2,2782.2,1,[1450]
Sunday,2017,Electronics-Feeling,Electronics,1126,927.4,927.4,1,[929]
Sunday,2017,Electronics-Feeling,Electronics,1127,0.0,0.0,1,[1135]
Sunday,2017,Electronics-Feeling,Electronics,1132,0.0,0.0,1,[1249]
Sunday,2017,Electronics-Feeling,Electronics,1175,463.7,463.7,1,[868]
Sunday,2017,Electronics-Feeling,Electronics,1178,1854.8,1854.8,1,[268]
Sunday,2017,Electronics-Feeling,Electronics,1180,741.92,741.92,1,[382]
Sunday,2017,Electronics-Feeling,Electronics,1185,1854.8,1854.8,1,[1789]
Sunday,2017,Electronics-Feeling,Electronics,1188,417.33,417.33,1,[1076]
Sunday,2017,Electronics-Feeling,Electronics,1196,1112.8799999999999,556.4399999999999,2,"[203, 440]"
Sunday,2018,Electronics-Nature,Electronics,1005,542.26,542.26,1,[742]
Sunday,2018,Electronics-Nature,Electronics,1021,542.26,542.26,1,[1480]
Sunday,2018,Electronics-Nature,Electronics,1023,0.0,0.0,1,[1702]
Sunday,2018,Electronics-Nature,Electronics,1041,1084.52,1084.52,1,[1346]
Sunday,2018,Electronics-Nature,Electronics,1052,2169.04,2169.04,1,[1558]
Sunday,2018,Electronics-Nature,Electronics,1055,488.03,488.03,1,[1794]
Sunday,2018,Electronics-Nature,Electronics,1067,2169.04,2169.04,1,[1488]
Sunday,2018,Electronics-Nature,Electronics,1068,2169.04,2169.04,1,[62]
Sunday,2018,Electronics-Nature,Electronics,1070,0.0,0.0,1,[158]
Sunday,2018,Electronics-Nature,Electronics,1071,0.0,0.0,1,[1799]
Sunday,2018,Electronics-Nature,Electronics,1081,867.62,867.62,1,[1313]
Sunday,2018,Electronics-Nature,Electronics,1097,1084.52,1084.52,1,[948]
Sunday,2018,Electronics-Nature,Electronics,1101,867.62,867.62,1,[1651]
Sunday,2018,Electronics-Nature,Electronics,1113,1084.52,1084.52,1,[1954]
Sunday,2018,Electronics-Nature,Electronics,1127,0.0,0.0,1,[753]
Sunday,2018,Electronics-Nature,Electronics,1141,2440.17,2440.17,1,[89]
Sunday,2018,Electronics-Nature,Electronics,1149,1626.78,1626.78,1,[116]
Sunday,2018,Electronics-Nature,Electronics,1150,1084.52,1084.52,1,[508]
Sunday,2018,Electronics-Nature,Electronics,1153,867.62,867.62,1,[1053]
