TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,RewardPointsEarned,ChannelUsed
229,5/4/2025,1118,2074,401,3,659.5,200,
230,5/4/2025,1146,2083,402,2,614.53,80,
231,5/4/2025,1154,2060,402,0,408.38,60,
232,5/4/2025,1115,2013,403,0,2806.08,40,
233,5/4/2025,1129,2082,402,0,1066.4,20,
234,5/4/2025,1063,2090,404,3,71.64,10,
235,5/4/2025,1134,2066,402,2,1238.54,150,
236,5/4/2025,1095,2036,404,3,653.94,180,
237,5/4/2025,1198,2043,401,2,1397.52,400,
238,5/4/2025,1016,2042,401,3,0,0,
239,5/4/2025,1072,2032,402,2,1512.96,120,
240,5/4/2025,1020,2074,402,2,527.6,500,
241,5/4/2025,1079,2083,404,1,691.34,150,
242,5/4/2025,1152,2090,401,2,57.31,180,
243,5/4/2025,1143,2048,403,1,0,800,
244,5/4/2025,1171,2089,401,3,1654.08,700,
245,5/4/2025,1130,2046,401,2,106.98,600,
246,5/4/2025,1079,2023,402,2,3006.53,40,
247,5/4/2025,1196,2062,402,1,1114.85,20,
248,5/4/2025,1035,2019,401,2,0,10,
249,5/4/2025,1025,2064,401,2,705.7,150,
250,5/4/2025,1196,2079,402,3,2851.62,180,
251,5/4/2025,1039,2020,402,1,338.25,400,
252,5/4/2025,1184,2056,401,3,1574.16,0,
253,5/4/2025,1093,2086,402,3,3576.4,120,
254,5/4/2025,1156,2036,404,1,392.36,500,
255,5/4/2025,1136,2030,403,3,509.91,150,
256,5/4/2025,1049,2047,404,3,1674.9,180,
257,5/4/2025,1196,2036,404,3,0,800,
258,5/4/2025,1041,2025,402,2,671.09,700,
259,5/4/2025,1013,2082,404,2,1066.4,600,
260,5/4/2025,1141,2013,401,2,748.29,120,
261,5/4/2025,1021,2097,402,2,673.68,200,
262,5/4/2025,1115,2065,402,3,1881.36,80,
263,5/4/2025,1023,2028,404,2,510.35,60,
264,5/4/2025,1006,2053,401,3,610.15,40,
265,5/4/2025,1128,2047,402,3,1004.94,20,
266,5/4/2025,1020,2047,402,0,669.96,10,
267,5/4/2025,1081,2012,403,1,1682.61,150,
268,5/4/2025,1035,2004,403,3,927.25,180,
269,5/4/2025,1178,2017,404,3,1854.8,400,
270,5/4/2025,1157,2000,401,0,1938.62,0,
271,5/4/2025,1065,2027,402,3,775.83,120,
272,5/4/2025,1028,2099,403,1,3490.13,500,
273,5/4/2025,1077,2015,401,1,1822.42,150,
274,5/4/2025,1107,2081,404,0,2238.66,180,
275,5/4/2025,1028,2063,401,1,994.43,800,
276,5/4/2025,1183,2018,403,3,2711.3,700,
277,5/4/2025,1000,2078,403,1,0,600,
278,5/4/2025,1146,2053,402,0,1220.3,120,
279,5/4/2025,1134,2046,401,0,33.43,200,
280,5/4/2025,1099,2060,401,3,1633.52,80,
281,5/4/2025,1095,2032,401,2,1512.96,60,
282,5/4/2025,1017,2044,402,0,207.58,40,
283,5/4/2025,1197,2074,403,1,593.55,20,
284,5/4/2025,1011,2045,403,1,842.78,10,
285,5/4/2025,1199,2087,404,3,159.32,150,
286,5/4/2025,1161,2023,402,0,939.54,180,
287,5/4/2025,1183,2099,404,0,1292.64,400,
288,5/4/2025,1075,2025,401,1,0,0,
289,5/4/2025,1010,2040,403,3,138.16,120,
290,5/4/2025,1139,2060,403,0,1225.14,500,
291,5/4/2025,1192,2082,402,2,213.28,150,
292,5/4/2025,1091,2099,401,2,1034.11,180,
293,5/4/2025,1069,2015,403,3,2699.88,800,
294,5/4/2025,1102,2095,404,3,1472.37,700,
295,5/4/2025,1086,2023,404,3,3758.16,600,
296,5/4/2025,1094,2066,403,0,1032.12,120,
297,5/4/2025,1186,2054,401,3,0,200,
298,5/4/2025,1154,2023,403,2,751.63,80,
299,5/4/2025,1026,2010,403,2,62.27,60,
300,5/4/2025,1078,2057,404,1,393.28,40,
301,5/4/2025,1176,2056,403,3,524.72,20,
302,5/4/2025,1010,2093,403,3,0,10,
303,5/4/2025,1070,2081,401,0,1492.44,150,
304,5/4/2025,1171,2081,404,2,596.98,180,
305,5/4/2025,1131,2095,402,0,1472.37,400,
306,5/4/2025,1036,2077,404,0,1123.66,0,
307,5/4/2025,1032,2008,402,2,106.54,120,
308,5/4/2025,1092,2049,401,1,0,500,
309,5/4/2025,1173,2057,403,2,349.58,150,
310,5/4/2025,1113,2097,401,1,757.89,180,
311,5/4/2025,1135,2046,404,2,80.23,800,
312,5/4/2025,1166,2035,402,0,899.99,700,
313,5/4/2025,1006,2094,402,3,1480.05,600,
314,5/4/2025,1132,2049,401,2,1503.74,120,
315,5/4/2025,1198,2033,404,1,2257.88,200,
316,5/4/2025,1156,2036,404,1,784.73,80,
317,5/4/2025,1031,2017,401,3,0,60,
318,5/4/2025,1044,2091,404,0,1811.58,40,
319,5/4/2025,1174,2040,403,0,34.54,20,
320,5/4/2025,1140,2069,403,2,557.74,10,
321,5/4/2025,1040,2091,402,2,724.63,150,
322,5/4/2025,1130,2028,401,1,574.15,180,
323,5/4/2025,1035,2030,404,0,339.94,400,
324,5/4/2025,1092,2070,403,3,102.54,0,
325,5/4/2025,1141,2016,401,0,0,120,
326,5/4/2025,1079,2050,404,3,186.78,500,
327,5/4/2025,1196,2052,401,1,2632.54,150,
328,5/4/2025,1081,2082,401,3,1066.4,180,
329,5/4/2025,1119,2087,403,1,0,800,
330,5/4/2025,1199,2070,402,1,30.76,700,
331,5/4/2025,1110,2064,401,0,0,600,
332,5/4/2025,1132,2019,403,1,1681.07,80,
333,5/4/2025,1041,2041,402,2,643.37,60,
334,5/4/2025,1132,2036,401,2,348.77,40,
335,5/4/2025,1050,2081,403,1,2686.39,20,
336,5/4/2025,1160,2038,401,1,0,10,
337,5/4/2025,1151,2074,402,1,1187.1,150,
338,5/4/2025,1168,2079,403,0,1901.08,180,
339,5/4/2025,1007,2010,401,2,62.27,400,
340,5/4/2025,1166,2026,404,0,0,0,
341,5/4/2025,1127,2080,403,2,1997.42,120,
342,5/4/2025,1123,2031,404,2,1356.72,500,
343,5/4/2025,1116,2009,401,1,119.36,150,
344,5/4/2025,1112,2053,404,3,0,180,
345,5/4/2025,1052,2043,402,2,698.76,800,
346,5/4/2025,1183,2040,403,3,103.62,80,
347,5/4/2025,1033,2097,403,0,4210.5,60,
348,5/4/2025,1081,2030,404,0,339.94,40,
349,5/4/2025,1068,2057,402,1,1179.85,20,
350,5/4/2025,1024,2006,403,3,594,10,
351,5/4/2025,1157,2053,402,1,1098.27,150,
352,5/4/2025,1083,2073,403,1,2247.44,180,
353,5/4/2025,1195,2020,404,3,1879.15,400,
354,5/4/2025,1127,2039,404,0,1952.88,0,
355,5/4/2025,1023,2050,404,1,0,120,
356,5/4/2025,1055,2074,403,0,1978.5,500,
357,5/4/2025,1012,2036,404,3,653.94,150,
358,5/4/2025,1073,2068,401,0,2460.72,180,
359,5/4/2025,1110,2017,403,2,370.96,800,
360,5/4/2025,1195,2051,403,0,117.32,40,
361,5/4/2025,1102,2006,402,2,792,20,
362,5/4/2025,1141,2036,401,3,871.92,10,
363,5/4/2025,1129,2057,403,0,1747.92,150,
364,5/4/2025,1032,2012,404,2,997.1,180,
365,5/4/2025,1086,2071,403,1,553.64,400,
366,5/4/2025,1050,2077,404,0,561.83,0,
367,5/4/2025,1011,2004,402,2,0,120,
368,5/4/2025,1121,2066,404,1,0,500,
369,5/4/2025,1155,2065,402,2,1128.82,150,
370,5/4/2025,1156,2040,402,3,138.16,180,
371,5/4/2025,1157,2094,403,2,1578.72,800,
372,5/4/2025,1129,2065,404,2,752.54,80,
373,5/4/2025,1121,2002,403,2,2771.2,60,
374,5/4/2025,1172,2014,404,2,197.04,40,
375,5/4/2025,1185,2088,401,3,2128.05,40,
376,5/4/2025,1067,2083,402,0,0,20,
377,5/4/2025,1149,2061,402,3,1199.52,10,
378,5/4/2025,1037,2087,402,0,318.64,150,
379,5/4/2025,1146,2089,401,1,744.34,180,
380,5/4/2025,1004,2056,403,3,2098.88,400,
381,5/4/2025,1038,2052,402,3,2193.78,0,
382,5/4/2025,1128,2099,404,0,3877.92,120,
383,5/4/2025,1180,2017,402,2,741.92,500,
384,5/4/2025,1169,2061,404,2,319.87,150,
385,5/4/2025,1044,2058,403,2,1066.8,180,
386,5/4/2025,1173,2098,403,3,3631.44,800,
387,5/4/2025,1049,2031,403,2,1356.72,80,
388,5/4/2025,1057,2038,403,1,2501.58,60,
389,5/4/2025,1176,2090,404,2,343.87,40,
390,5/4/2025,1122,2044,403,2,166.06,150,
391,5/4/2025,1031,2073,404,3,1498.29,180,
392,5/4/2025,1088,2098,402,2,726.29,400,
393,5/4/2025,1010,2036,401,2,348.77,0,
394,5/4/2025,1113,2083,403,3,3072.64,120,
395,5/4/2025,1054,2025,403,2,671.09,500,
396,5/4/2025,1035,2013,402,1,1683.65,150,
397,5/4/2025,1012,2085,402,1,217.94,180,
398,5/4/2025,1013,2012,404,2,1994.21,800,
399,5/4/2025,1183,2060,401,1,367.54,80,
400,5/4/2025,1001,2070,402,3,102.54,60,
401,5/4/2025,1167,2060,404,1,735.08,40,
402,5/4/2025,1193,2036,403,2,348.77,40,
403,5/4/2025,1165,2007,401,1,0,20,
404,5/4/2025,1136,2094,401,1,1776.06,10,
405,5/4/2025,1106,2022,401,3,671.18,150,
406,5/4/2025,1126,2023,403,0,0,180,
407,5/4/2025,1002,2038,401,2,1482.42,400,
408,5/4/2025,1072,2058,404,1,1200.15,0,
409,5/4/2025,1129,2059,403,1,1382.54,150,
410,5/4/2025,1028,2042,402,3,502.83,180,
411,5/4/2025,1165,2032,402,0,0,400,
412,5/4/2025,1188,2043,403,1,1572.21,0,
413,5/4/2025,1044,2078,404,3,426.03,120,
414,5/4/2025,1131,2041,401,3,3216.84,500,
415,5/4/2025,1171,2012,402,1,1121.74,150,
416,5/4/2025,1122,2041,402,0,1608.42,180,
417,5/4/2025,1066,2049,402,3,0,800,
418,5/4/2025,1192,2034,403,2,326.81,80,
419,5/4/2025,1149,2092,401,2,1157.3,60,
420,5/4/2025,1167,2046,402,0,133.72,40,
421,5/4/2025,1170,2015,404,2,0,40,
422,5/4/2025,1040,2051,403,0,469.28,20,
423,5/4/2025,1163,2037,403,1,0,10,
424,5/4/2025,1056,2017,404,1,834.66,150,
425,5/4/2025,1116,2095,403,3,490.79,180,
426,5/4/2025,1179,2070,404,1,61.52,400,
427,5/4/2025,1195,2031,401,3,1695.9,0,
428,5/4/2025,1135,2090,403,0,0,80,
429,5/4/2025,1144,2014,401,1,443.34,60,
430,5/4/2025,1146,2068,402,1,2952.86,40,
431,5/4/2025,1083,2066,404,0,516.06,40,
432,5/4/2025,1174,2026,404,0,423.12,20,
433,5/4/2025,1130,2057,401,3,1747.92,10,
434,5/4/2025,1033,2065,404,3,0,150,
435,5/4/2025,1144,2007,404,2,933.42,180,
436,5/4/2025,1185,2002,404,2,692.8,400,
437,5/4/2025,1000,2095,402,0,0,0,
438,5/4/2025,1011,2054,403,0,900.51,40,
439,5/4/2025,1138,2007,401,3,2333.56,20,
440,5/4/2025,1008,2036,404,1,196.18,10,
441,5/4/2025,1196,2017,404,2,741.92,150,
442,5/4/2025,1097,2057,404,3,436.98,180,
443,5/4/2025,1020,2087,402,2,637.28,400,
444,5/4/2025,1030,2022,404,1,604.06,0,
445,5/4/2025,1186,2028,401,0,2551.76,120,
446,5/4/2025,1076,2059,404,3,1536.15,500,
447,5/4/2025,1058,2031,404,2,0,150,
448,5/4/2025,1039,2035,402,0,899.99,180,
449,5/4/2025,1008,2084,404,0,845.55,800,
450,5/4/2025,1061,2026,401,0,423.12,80,
451,5/4/2025,1152,2004,404,0,2781.75,120,
452,5/4/2025,1062,2094,401,3,1973.4,200,
453,5/4/2025,1112,2029,402,0,13.51,80,
454,5/4/2025,1035,2064,403,1,0,60,
455,5/4/2025,1187,2073,403,2,399.54,40,
456,5/4/2025,1060,2038,402,1,3335.44,20,
457,5/4/2025,1105,2038,403,0,1853.02,10,
458,5/4/2025,1142,2075,402,3,3903.2,150,
459,5/4/2025,1142,2063,401,2,1325.9,180,
460,5/4/2025,1164,2085,404,2,387.44,400,
461,5/4/2025,1178,2053,404,1,1647.4,0,
462,5/4/2025,1076,2048,402,3,1072.89,120,
463,5/4/2025,1061,2028,403,1,1148.29,500,
464,5/4/2025,1118,2007,404,3,1750.17,150,
465,5/4/2025,1142,2067,402,3,1163.8,180,
466,5/4/2025,1062,2032,402,2,756.48,800,
467,5/4/2025,1165,2010,404,2,124.54,700,
468,5/4/2025,1023,2068,402,0,2460.72,600,
469,5/4/2025,1068,2048,401,0,715.26,120,
470,5/4/2025,1048,2097,402,3,0,200,
471,5/4/2025,1053,2042,403,0,167.61,80,
472,5/4/2025,1054,2024,401,3,372.81,60,
473,5/4/2025,1062,2089,402,3,1240.56,40,
474,5/4/2025,1061,2070,403,2,27.34,20,
475,5/4/2025,1097,2059,403,2,0,10,
476,5/4/2025,1066,2046,404,3,200.58,150,
477,5/4/2025,1025,2092,404,2,771.54,180,
478,5/4/2025,1052,2047,403,3,334.98,400,
479,5/4/2025,1011,2072,402,1,756.54,0,
480,5/4/2025,1004,2033,404,2,0,120,
481,5/4/2025,1039,2025,403,1,503.32,500,
482,5/4/2025,1097,2072,402,3,420.3,150,
483,5/4/2025,1140,2083,403,2,1843.58,180,
484,5/4/2025,1195,2062,404,3,3096.8,800,
485,5/4/2025,1043,2093,403,1,1360.69,700,
486,5/4/2025,1035,2092,404,1,0,600,
487,5/4/2025,1138,2082,401,0,533.2,120,
488,5/4/2025,1019,2085,401,0,484.3,200,
489,5/4/2025,1105,2017,402,0,1391.1,80,
490,5/4/2025,1181,2019,401,1,4202.68,60,
491,5/4/2025,1129,2058,403,0,1333.5,40,
492,5/4/2025,1158,2081,404,3,2984.88,20,
493,5/4/2025,1004,2000,404,0,2907.93,10,
494,5/4/2025,1004,2067,403,2,465.52,150,
495,5/4/2025,1004,2064,404,1,1323.18,180,
496,5/4/2025,1027,2012,402,1,1121.74,400,
497,5/4/2025,1049,2079,403,2,3802.16,0,
498,5/4/2025,1068,2050,401,2,0,120,
499,5/4/2025,1103,2058,402,1,600.08,500,
500,5/4/2025,1076,2087,401,0,159.32,150,
501,5/4/2025,1023,2051,404,3,351.96,180,
502,5/4/2025,1141,2060,401,0,408.38,800,
503,5/4/2025,1179,2021,401,3,835.41,700,
504,5/4/2025,1111,2082,403,0,0,600,
505,5/4/2025,1135,2005,402,1,1157.71,120,
506,5/4/2025,1177,2072,404,2,1008.72,200,
507,5/4/2025,1011,2009,403,0,0,80,
508,5/4/2025,1045,2040,401,1,31.09,60,
509,5/4/2025,1150,2018,404,0,1084.52,40,
510,5/4/2025,1076,2020,402,3,2254.98,20,
511,5/4/2025,1173,2069,403,3,232.39,10,
512,5/4/2025,1193,2094,402,0,1480.05,150,
513,5/4/2025,1128,2095,403,0,0,180,
514,5/4/2025,1025,2055,402,0,107.88,400,
515,5/4/2025,1087,2077,404,2,449.46,0,
516,5/4/2025,1007,2081,403,3,746.22,120,
517,5/4/2025,1125,2029,403,3,40.53,500,
518,5/4/2025,1110,2023,404,0,1879.08,150,
519,5/4/2025,1197,2079,403,1,855.49,180,
520,5/4/2025,1182,2009,401,2,53.05,800,
521,5/4/2025,1039,2048,402,3,357.63,700,
522,5/4/2025,1081,2046,401,0,33.43,600,
523,5/4/2025,1001,2039,404,2,2343.46,120,
524,5/4/2025,1194,2034,401,1,245.11,200,
525,5/4/2025,1022,2023,404,3,5637.24,80,
526,5/4/2025,1142,2071,404,0,615.16,60,
527,5/4/2025,1006,2011,403,0,1229.22,40,
528,5/4/2025,1152,2076,403,3,2418.21,20,
529,5/4/2025,1003,2037,404,3,1440.56,10,
530,5/4/2025,1199,2010,402,1,210.17,150,
531,5/4/2025,1175,2048,402,1,965.6,180,
532,5/4/2025,1068,2038,403,3,0,400,
